code	display_name	weight	sw1_code	sw1_name
000002.XSHE	万科A	3.494	801180	房地产
000069.XSHE	华侨城A	0.562	801180	房地产
000100.XSHE	TCL科技	1.619	801080	电子
000157.XSHE	中联重科	0.819	801890	机械设备
000338.XSHE	潍柴动力	1.484	801880	汽车
000425.XSHE	徐工机械	0.571	801890	机械设备
000656.XSHE	金科股份	0.355	801180	房地产
000671.XSHE	阳光城	0.217	801180	房地产
000708.XSHE	中信特钢	0.131	801040	钢铁
000709.XSHE	河钢股份	0.183	801040	钢铁
000776.XSHE	广发证券	0.883	801790	非银金融
000961.XSHE	中南建设	0.335	801180	房地产
001979.XSHE	招商蛇口	1.033	801180	房地产
002142.XSHE	宁波银行	1.664	801780	银行
002146.XSHE	荣盛发展	0.273	801180	房地产
002601.XSHE	龙蟒佰利	0.458	801030	化工
002736.XSHE	国信证券	0.621	801790	非银金融
600000.XSHG	浦发银行	2.326	801780	银行
600011.XSHG	华能国际	0.395	801160	公用事业
600015.XSHG	华夏银行	0.749	801780	银行
600016.XSHG	民生银行	2.254	801780	银行
600019.XSHG	宝钢股份	0.838	801040	钢铁
600025.XSHG	华能水电	0.131	801160	公用事业
600027.XSHG	华电国际	0.226	801160	公用事业
600028.XSHG	中国石化	1.023	801030	化工
600029.XSHG	南方航空	0.451	801170	交通运输
600036.XSHG	招商银行	6.864	801780	银行
600048.XSHG	保利地产	2.136	801180	房地产
600050.XSHG	中国联通	0.904	801770	通信
600066.XSHG	宇通客车	0.346	801880	汽车
600068.XSHG	葛洲坝	0.352	801720	建筑装饰
600089.XSHG	特变电工	0.62	801730	电气设备
600104.XSHG	上汽集团	1.219	801880	汽车
600170.XSHG	上海建工	0.266	801720	建筑装饰
600177.XSHG	雅戈尔	0.354	801180	房地产
600188.XSHG	兖州煤业	0.156	801020	采掘
600208.XSHG	新湖中宝	0.28	801180	房地产
600219.XSHG	南山铝业	0.325	801050	有色金属
600221.XSHG	海航控股	0.348	801170	交通运输
600297.XSHG	广汇汽车	0.302	801880	汽车
600309.XSHG	万华化学	2.029	801030	化工
600340.XSHG	华夏幸福	0.52	801180	房地产
600362.XSHG	江西铜业	0.321	801050	有色金属
600383.XSHG	金地集团	0.604	801180	房地产
600390.XSHG	五矿资本	0.335	801790	非银金融
600398.XSHG	海澜之家	0.154	801130	纺织服装
600585.XSHG	海螺水泥	2.819	801710	建筑材料
600606.XSHG	绿地控股	0.57	801180	房地产
600655.XSHG	豫园股份	0.305	801200	商业贸易
600660.XSHG	福耀玻璃	0.654	801880	汽车
600674.XSHG	川投能源	0.241	801160	公用事业
600690.XSHG	海尔智家	1.303	801110	家用电器
600741.XSHG	华域汽车	0.633	801880	汽车
600795.XSHG	国电电力	0.46	801160	公用事业
600886.XSHG	国投电力	0.447	801160	公用事业
600900.XSHG	长江电力	3.091	801160	公用事业
600919.XSHG	江苏银行	1.068	801780	银行
600926.XSHG	杭州银行	0.428	801780	银行
601006.XSHG	大秦铁路	0.738	801170	交通运输
601009.XSHG	南京银行	0.891	801780	银行
601077.XSHG	渝农商行	0.113	801780	银行
601088.XSHG	中国神华	0.967	801020	采掘
601111.XSHG	中国国航	0.39	801170	交通运输
601117.XSHG	中国化学	0.272	801720	建筑装饰
601155.XSHG	新城控股	0.587	801180	房地产
601166.XSHG	兴业银行	3.733	801780	银行
601169.XSHG	北京银行	1.367	801780	银行
601186.XSHG	中国铁建	0.773	801720	建筑装饰
601211.XSHG	国泰君安	1.594	801790	非银金融
601225.XSHG	陕西煤业	0.619	801020	采掘
601229.XSHG	上海银行	1.575	801780	银行
601288.XSHG	农业银行	1.775	801780	银行
601298.XSHG	青岛港	0.087	801170	交通运输
601318.XSHG	中国平安	9.561	801790	非银金融
601328.XSHG	交通银行	2.501	801780	银行
601336.XSHG	新华保险	0.843	801790	非银金融
601377.XSHG	兴业证券	0.734	801790	非银金融
601390.XSHG	中国中铁	0.868	801720	建筑装饰
601398.XSHG	工商银行	3.324	801780	银行
601577.XSHG	长沙银行	0.168	801780	银行
601601.XSHG	中国太保	1.535	801790	非银金融
601618.XSHG	中国中冶	0.382	801720	建筑装饰
601633.XSHG	长城汽车	0.31	801880	汽车
601668.XSHG	中国建筑	2.018	801720	建筑装饰
601669.XSHG	中国电建	0.616	801720	建筑装饰
601788.XSHG	光大证券	0.897	801790	非银金融
601800.XSHG	中国交建	0.532	801720	建筑装饰
601818.XSHG	光大银行	1.151	801780	银行
601828.XSHG	美凯龙	0.083	801200	商业贸易
601838.XSHG	成都银行	0.344	801780	银行
601857.XSHG	中国石油	0.827	801020	采掘
601898.XSHG	中煤能源	0.145	801020	采掘
601919.XSHG	中远海控	0.401	801170	交通运输
601939.XSHG	建设银行	0.786	801780	银行
601985.XSHG	中国核电	0.517	801160	公用事业
601988.XSHG	中国银行	1.342	801780	银行
601992.XSHG	金隅集团	0.206	801710	建筑材料
601997.XSHG	贵阳银行	0.329	801780	银行
601998.XSHG	中信银行	0.302	801780	银行
603156.XSHG	养元饮品	0.244	801120	食品饮料
