code	display_name	weight	sw1_code	sw1_name
002001.XSHE	新和成	1.0469	801150	医药生物
002007.XSHE	华兰生物	2.0797	801150	医药生物
002008.XSHE	大族激光	1.0641	801080	电子
002010.XSHE	传化智联	0.2211	801170	交通运输
002013.XSHE	中航机电	0.5644	801740	国防军工
002019.XSHE	亿帆医药	0.6625	801150	医药生物
002024.XSHE	苏宁易购	1.1069	801200	商业贸易
002027.XSHE	分众传媒	2.0446	801760	传媒
002032.XSHE	苏泊尔	0.4207	801110	家用电器
002044.XSHE	美年健康	1.199	801150	医药生物
002049.XSHE	紫光国微	1.5616	801080	电子
002050.XSHE	三花智控	1.3049	801110	家用电器
002065.XSHE	东华软件	0.7212	801750	计算机
002074.XSHE	国轩高科	0.659	801730	电气设备
002075.XSHE	沙钢股份	0.5378	801040	钢铁
002078.XSHE	太阳纸业	0.5503	801140	轻工制造
002081.XSHE	金螳螂	0.3871	801720	建筑装饰
002110.XSHE	三钢闽光	0.2576	801040	钢铁
002120.XSHE	韵达股份	0.8016	801170	交通运输
002127.XSHE	南极电商	1.0832	801200	商业贸易
002129.XSHE	中环股份	1.3587	801730	电气设备
002142.XSHE	宁波银行	2.3849	801780	银行
002146.XSHE	荣盛发展	0.4626	801180	房地产
002152.XSHE	广电运通	0.5308	801750	计算机
002153.XSHE	石基信息	0.3663	801750	计算机
002157.XSHE	正邦科技	0.8817	801010	农林牧渔
002179.XSHE	中航光电	0.7464	801740	国防军工
002180.XSHE	纳思达	0.6773	801750	计算机
002185.XSHE	华天科技	1.1136	801080	电子
002195.XSHE	二三四五	0.465	801750	计算机
002202.XSHE	金风科技	1.0123	801730	电气设备
002217.XSHE	合力泰	0.3156	801080	电子
002223.XSHE	鱼跃医疗	0.674	801150	医药生物
002230.XSHE	科大讯飞	1.8135	801750	计算机
002236.XSHE	大华股份	1.0996	801080	电子
002241.XSHE	歌尔股份	2.8088	801080	电子
002252.XSHE	上海莱士	0.6453	801150	医药生物
002268.XSHE	卫士通	0.3899	801750	计算机
002271.XSHE	东方雨虹	1.8082	801710	建筑材料
002281.XSHE	光迅科技	0.3957	801770	通信
002294.XSHE	信立泰	0.3854	801150	医药生物
002299.XSHE	圣农发展	0.4852	801010	农林牧渔
002304.XSHE	洋河股份	2.2925	801120	食品饮料
002311.XSHE	海大集团	1.3785	801010	农林牧渔
002340.XSHE	格林美	0.6464	801050	有色金属
002352.XSHE	顺丰控股	3.3058	801170	交通运输
002353.XSHE	杰瑞股份	0.5145	801890	机械设备
002371.XSHE	北方华创	1.3964	801080	电子
002372.XSHE	伟星新材	0.2107	801710	建筑材料
002373.XSHE	千方科技	0.5853	801750	计算机
002384.XSHE	东山精密	1.016	801080	电子
002385.XSHE	大北农	0.8859	801010	农林牧渔
002399.XSHE	海普瑞	0.2255	801150	医药生物
002405.XSHE	四维图新	0.9457	801750	计算机
002410.XSHE	广联达	2.1739	801750	计算机
002414.XSHE	高德红外	0.6742	801080	电子
002415.XSHE	海康威视	4.0062	801080	电子
002422.XSHE	科伦药业	0.6431	801150	医药生物
002439.XSHE	启明星辰	0.8379	801750	计算机
002456.XSHE	欧菲光	1.1724	801080	电子
002460.XSHE	赣锋锂业	1.3079	801050	有色金属
002463.XSHE	沪电股份	0.8813	801080	电子
002465.XSHE	海格通信	0.7365	801740	国防军工
002466.XSHE	天齐锂业	0.7243	801050	有色金属
002468.XSHE	申通快递	0.2728	801170	交通运输
002475.XSHE	立讯精密	7.6815	801080	电子
002493.XSHE	荣盛石化	0.8498	801030	化工
002500.XSHE	山西证券	0.5179	801790	非银金融
002507.XSHE	涪陵榨菜	0.6036	801120	食品饮料
002508.XSHE	老板电器	0.5584	801110	家用电器
002555.XSHE	三七互娱	1.6431	801760	传媒
002558.XSHE	巨人网络	0.341	801760	传媒
002563.XSHE	森马服饰	0.1571	801130	纺织服装
002572.XSHE	索菲亚	0.4137	801140	轻工制造
002594.XSHE	比亚迪	2.1554	801880	汽车
002600.XSHE	领益智造	0.7186	801080	电子
002601.XSHE	龙蟒佰利	0.7525	801030	化工
002602.XSHE	世纪华通	0.9031	801760	传媒
002607.XSHE	中公教育	0.7037	801760	传媒
002624.XSHE	完美世界	1.2102	801760	传媒
002670.XSHE	国盛金控	0.2175	801790	非银金融
002673.XSHE	西部证券	0.5461	801790	非银金融
002690.XSHE	美亚光电	0.4426	801890	机械设备
002714.XSHE	牧原股份	4.9038	801010	农林牧渔
002736.XSHE	国信证券	0.8766	801790	非银金融
002739.XSHE	万达电影	0.5032	801760	传媒
002773.XSHE	康弘药业	0.394	801150	医药生物
002797.XSHE	第一创业	0.8575	801790	非银金融
002812.XSHE	恩捷股份	0.9022	801030	化工
002821.XSHE	凯莱英	0.8681	801150	医药生物
002841.XSHE	视源股份	0.9523	801080	电子
002901.XSHE	大博医疗	0.1385	801150	医药生物
002916.XSHE	深南电路	0.7162	801080	电子
002925.XSHE	盈趣科技	0.2756	801080	电子
002926.XSHE	华西证券	0.5475	801790	非银金融
002938.XSHE	鹏鼎控股	0.451	801080	电子
002939.XSHE	长城证券	0.4208	801790	非银金融
002958.XSHE	青农商行	0.4999	801780	银行
002966.XSHE	苏州银行	0.0941	801780	银行
003816.XSHE	中国广核	0.254	801160	公用事业
