code	display_name	weight	sw1_code	sw1_name
000001.XSHE	平安银行	2.289	801780	银行
000002.XSHE	万科A	3.231	801180	房地产
000031.XSHE	大悦城	0.125	801180	房地产
000046.XSHE	泛海控股	0.116	801180	房地产
000069.XSHE	华侨城A	0.52	801180	房地产
000166.XSHE	申万宏源	0.929	801790	非银金融
000402.XSHE	金融街	0.146	801180	房地产
000517.XSHE	荣安地产	0.029	801180	房地产
000537.XSHE	广宇发展	0.082	801180	房地产
000540.XSHE	中天金融	0.267	801180	房地产
000560.XSHE	我爱我家	0.102	801180	房地产
000563.XSHE	陕国投A	0.141	801790	非银金融
000627.XSHE	天茂集团	0.201	801790	非银金融
000656.XSHE	金科股份	0.329	801180	房地产
000671.XSHE	阳光城	0.201	801180	房地产
000686.XSHE	东北证券	0.279	801790	非银金融
000712.XSHE	锦龙股份	0.148	801790	非银金融
000718.XSHE	苏宁环球	0.092	801180	房地产
000728.XSHE	国元证券	0.372	801790	非银金融
000732.XSHE	泰禾集团	0.105	801180	房地产
000750.XSHE	国海证券	0.379	801790	非银金融
000776.XSHE	广发证券	0.817	801790	非银金融
000783.XSHE	长江证券	0.591	801790	非银金融
000918.XSHE	嘉凯城	0.061	801180	房地产
000958.XSHE	东方能源	0.062	801160	公用事业
000961.XSHE	中南建设	0.31	801180	房地产
000987.XSHE	越秀金控	0.221	801790	非银金融
001914.XSHE	中航善达	0.254	801180	房地产
001979.XSHE	招商蛇口	0.955	801180	房地产
002142.XSHE	宁波银行	1.539	801780	银行
002146.XSHE	荣盛发展	0.253	801180	房地产
002244.XSHE	滨江集团	0.13	801180	房地产
002285.XSHE	世联行	0.087	801180	房地产
002314.XSHE	南山控股	0.061	801180	房地产
002423.XSHE	中粮资本	0.032	801790	非银金融
002500.XSHE	山西证券	0.323	801790	非银金融
002647.XSHE	仁东控股	0.205	801790	非银金融
002670.XSHE	国盛金控	0.209	801790	非银金融
002673.XSHE	西部证券	0.307	801790	非银金融
002736.XSHE	国信证券	0.574	801790	非银金融
002797.XSHE	第一创业	0.484	801790	非银金融
002807.XSHE	江阴银行	0.164	801780	银行
002839.XSHE	张家港行	0.138	801780	银行
002926.XSHE	华西证券	0.296	801790	非银金融
002936.XSHE	郑州银行	0.126	801780	银行
002939.XSHE	长城证券	0.237	801790	非银金融
002945.XSHE	华林证券	0.081	801790	非银金融
002948.XSHE	青岛银行	0.074	801780	银行
002958.XSHE	青农商行	0.277	801780	银行
002961.XSHE	瑞达期货	0.026	801790	非银金融
002966.XSHE	苏州银行	0.056	801780	银行
300033.XSHE	同花顺	0.544	801750	计算机
300059.XSHE	东方财富	3.041	801790	非银金融
300803.XSHE	指南针	0.058	801750	计算机
600000.XSHG	浦发银行	2.151	801780	银行
600007.XSHG	中国国贸	0.047	801180	房地产
600015.XSHG	华夏银行	0.692	801780	银行
600016.XSHG	民生银行	2.085	801780	银行
600030.XSHG	中信证券	4.514	801790	非银金融
600036.XSHG	招商银行	6.348	801780	银行
600048.XSHG	保利地产	1.975	801180	房地产
600053.XSHG	九鼎投资	0.068	801790	非银金融
600061.XSHG	国投资本	0.443	801790	非银金融
600064.XSHG	南京高科	0.16	801180	房地产
600094.XSHG	大名城	0.167	801180	房地产
600109.XSHG	国金证券	0.617	801790	非银金融
600120.XSHG	浙江东方	0.144	801790	非银金融
600155.XSHG	华创阳安	0.291	801790	非银金融
600158.XSHG	中体产业	0.105	801760	传媒
600162.XSHG	香江控股	0.051	801180	房地产
600185.XSHG	格力地产	0.29	801180	房地产
600208.XSHG	新湖中宝	0.259	801180	房地产
600246.XSHG	万通发展	0.126	801180	房地产
600266.XSHG	城建发展	0.132	801180	房地产
600291.XSHG	西水股份	0.123	801790	非银金融
600325.XSHG	华发股份	0.212	801180	房地产
600340.XSHG	华夏幸福	0.481	801180	房地产
600369.XSHG	西南证券	0.344	801790	非银金融
600376.XSHG	首开股份	0.154	801180	房地产
600383.XSHG	金地集团	0.559	801180	房地产
600390.XSHG	五矿资本	0.309	801790	非银金融
600393.XSHG	粤泰股份	0.052	801180	房地产
600466.XSHG	蓝光发展	0.143	801180	房地产
600515.XSHG	海航基础	0.191	801180	房地产
600565.XSHG	迪马股份	0.076	801180	房地产
600570.XSHG	恒生电子	1.618	801750	计算机
600604.XSHG	市北高新	0.116	801180	房地产
600606.XSHG	绿地控股	0.527	801180	房地产
600621.XSHG	华鑫股份	0.163	801790	非银金融
600639.XSHG	浦东金桥	0.091	801180	房地产
600641.XSHG	万业企业	0.212	801180	房地产
600643.XSHG	爱建集团	0.15	801790	非银金融
600649.XSHG	城投控股	0.13	801180	房地产
600657.XSHG	信达地产	0.073	801180	房地产
600663.XSHG	陆家嘴	0.196	801180	房地产
600675.XSHG	中华企业	0.138	801180	房地产
600705.XSHG	中航资本	0.452	801790	非银金融
600708.XSHG	光明地产	0.059	801180	房地产
600736.XSHG	苏州高新	0.067	801180	房地产
600748.XSHG	上实发展	0.089	801180	房地产
600783.XSHG	鲁信创投	0.085	801790	非银金融
600823.XSHG	世茂股份	0.087	801180	房地产
600837.XSHG	海通证券	2.018	801790	非银金融
600848.XSHG	上海临港	0.245	801180	房地产
600864.XSHG	哈投股份	0.136	801790	非银金融
600895.XSHG	张江高科	0.276	801180	房地产
600901.XSHG	江苏租赁	0.096	801790	非银金融
600908.XSHG	无锡银行	0.13	801780	银行
600909.XSHG	华安证券	0.259	801790	非银金融
600919.XSHG	江苏银行	0.988	801780	银行
600926.XSHG	杭州银行	0.396	801780	银行
600928.XSHG	西安银行	0.133	801780	银行
600958.XSHG	东方证券	0.741	801790	非银金融
600999.XSHG	招商证券	1.416	801790	非银金融
601009.XSHG	南京银行	0.824	801780	银行
601066.XSHG	中信建投	0.439	801790	非银金融
601077.XSHG	渝农商行	0.105	801780	银行
601099.XSHG	太平洋	0.522	801790	非银金融
601108.XSHG	财通证券	0.744	801790	非银金融
601128.XSHG	常熟银行	0.361	801780	银行
601155.XSHG	新城控股	0.543	801180	房地产
601162.XSHG	天风证券	0.423	801790	非银金融
601166.XSHG	兴业银行	3.452	801780	银行
601169.XSHG	北京银行	1.264	801780	银行
601198.XSHG	东兴证券	0.335	801790	非银金融
601211.XSHG	国泰君安	1.474	801790	非银金融
601229.XSHG	上海银行	1.456	801780	银行
601236.XSHG	红塔证券	0.151	801790	非银金融
601288.XSHG	农业银行	1.641	801780	银行
601318.XSHG	中国平安	9.01	801790	非银金融
601319.XSHG	中国人保	0.269	801790	非银金融
601328.XSHG	交通银行	2.313	801780	银行
601336.XSHG	新华保险	0.78	801790	非银金融
601375.XSHG	中原证券	0.135	801790	非银金融
601377.XSHG	兴业证券	0.679	801790	非银金融
601398.XSHG	工商银行	3.075	801780	银行
601512.XSHG	中新集团	0.035	801180	房地产
601519.XSHG	大智慧	0.188	801750	计算机
601555.XSHG	东吴证券	0.627	801790	非银金融
601577.XSHG	长沙银行	0.155	801780	银行
601588.XSHG	北辰实业	0.078	801180	房地产
601601.XSHG	中国太保	1.42	801790	非银金融
601628.XSHG	中国人寿	1.075	801790	非银金融
601658.XSHG	邮储银行	0.22	801780	银行
601688.XSHG	华泰证券	2.164	801790	非银金融
601788.XSHG	光大证券	0.829	801790	非银金融
601818.XSHG	光大银行	1.065	801780	银行
601838.XSHG	成都银行	0.319	801780	银行
601860.XSHG	紫金银行	0.142	801780	银行
601878.XSHG	浙商证券	0.39	801790	非银金融
601881.XSHG	中国银河	0.298	801790	非银金融
601901.XSHG	方正证券	0.625	801790	非银金融
601916.XSHG	浙商银行	0.158	801780	银行
601939.XSHG	建设银行	0.727	801780	银行
601988.XSHG	中国银行	1.241	801780	银行
601990.XSHG	南京证券	0.457	801790	非银金融
601997.XSHG	贵阳银行	0.304	801780	银行
601998.XSHG	中信银行	0.28	801780	银行
603093.XSHG	南华期货	0.032	801790	非银金融
603323.XSHG	苏农银行	0.104	801780	银行
